,day,values,values_type,type,type_pretty,vaccine_efficacy,prevalence,plot_type
1589,55.0,1.030778571428572,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1590,56.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1591,57.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1592,58.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1593,0.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1594,1.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1595,2.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1596,3.0,0.20798571428571627,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1597,4.0,0.2593785714285721,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1598,5.0,0.3489857142857155,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1599,6.0,0.47581428571428674,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1600,7.0,0.6325500000000008,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1601,8.0,0.816914285714294,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1602,9.0,0.9798142857142935,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1603,10.0,1.0868785714285705,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1604,11.0,1.2168499999999978,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1605,12.0,1.4035214285714268,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1606,13.0,1.6093642857142882,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1607,14.0,1.845407142857145,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1608,15.0,2.127542857142852,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1609,16.0,2.384057142857139,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1610,17.0,2.5679999999999996,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1611,18.0,2.7509357142857143,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1612,19.0,2.9770928571428574,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1613,20.0,3.242192857142856,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1614,21.0,3.5064428571428574,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1615,22.0,3.733471428571432,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1616,23.0,3.9196999999999997,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1617,24.0,4.055392857142857,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1618,25.0,4.178642857142857,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1619,26.0,4.317635714285714,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1620,27.0,4.4355785714285725,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1621,28.0,4.528335714285715,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1622,29.0,4.596899999999999,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1623,30.0,4.633542857142858,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1624,31.0,4.665471428571429,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1625,32.0,4.678071428571428,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1626,33.0,4.635842857142856,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1627,34.0,4.562699999999999,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1628,35.0,4.477099999999999,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1629,36.0,4.358571428571427,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1630,37.0,4.2559357142857115,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1631,38.0,4.178642857142855,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1632,39.0,4.08245,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1633,40.0,3.9689428571428595,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1634,41.0,3.828514285714287,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1635,42.0,3.6500071428571443,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1636,43.0,3.4640785714285722,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1637,44.0,3.2973214285714274,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1638,45.0,3.1720642857142867,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1639,46.0,3.039507142857142,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1640,47.0,2.8529857142857122,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1641,48.0,2.6555928571428553,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1642,49.0,2.458778571428569,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1643,50.0,2.2653928571428565,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1644,51.0,2.102635714285715,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1645,52.0,1.9859714285714276,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1646,53.0,1.8840571428571429,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1647,54.0,1.760092857142857,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1648,55.0,1.6266785714285699,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1649,56.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1650,57.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1651,58.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(chir - ffp2)"
1652,0.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1653,1.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1654,2.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1655,3.0,1.4049571428571384,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1656,4.0,1.9248500000000002,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1657,5.0,2.988264285714288,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1658,6.0,4.501435714285711,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1659,7.0,6.3950857142857105,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1660,8.0,8.591042857142854,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1661,9.0,10.561978571428568,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1662,10.0,11.964500000000003,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1663,11.0,13.38949285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1664,12.0,14.922414285714286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1665,13.0,16.059542857142855,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1666,14.0,16.623671428571427,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1667,15.0,16.570292857142853,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1668,16.0,16.265107142857143,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1669,17.0,16.033785714285713,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1670,18.0,15.394649999999995,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1671,19.0,14.11307857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1672,20.0,12.530921428571427,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1673,21.0,10.822071428571427,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1674,22.0,9.091742857142856,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1675,23.0,7.628678571428571,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1676,24.0,6.595471428571426,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1677,25.0,5.6163714285714255,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1678,26.0,4.563271428571426,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1679,27.0,3.6421428571428534,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1680,28.0,2.8946500000000004,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1681,29.0,2.2818571428571444,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1682,30.0,1.8030428571428556,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1683,31.0,1.45977857142857,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1684,32.0,1.195535714285715,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1685,33.0,0.9753857142857173,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1686,34.0,0.7880071428571438,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1687,35.0,0.6285428571428529,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1688,36.0,0.4971357142857105,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1689,37.0,0.397357142857142,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1690,38.0,0.33037142857142904,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1691,39.0,0.2696857142857141,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1692,40.0,0.21142142857142485,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1693,41.0,0.16461428571428527,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1694,42.0,0.12138571428572018,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1695,43.0,0.08774285714286276,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1696,44.0,0.06613571428571519,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1697,45.0,0.050964285714286454,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1698,46.0,0.03864285714286097,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1699,47.0,0.02676428571428703,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1700,48.0,0.01803571428571412,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1701,49.0,0.01459999999999744,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1702,50.0,0.012171428571422536,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1703,51.0,0.009307142857141213,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1704,52.0,0.006585714285713655,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1705,53.0,0.004299999999996576,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1706,54.0,0.0030071428571432084,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1707,55.0,0.0020000000000014286,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1708,56.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1709,57.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1710,58.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1711,0.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1712,1.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1713,2.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1714,3.0,1.2827214285714288,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1715,4.0,1.7651071428571428,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1716,5.0,2.7204357142857134,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1717,6.0,4.05997857142857,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1718,7.0,5.756807142857143,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1719,8.0,7.696685714285714,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1720,9.0,9.43157857142857,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1721,10.0,10.689085714285714,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1722,11.0,11.917835714285715,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
1723,12.0,13.26239285714286,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"No quarantena, no screening
(senza mascherine)"
